scenario_idx,effective_snr,overlap,sir,isi_spread,mem_len,mae_raw,mae_log10,p95_raw,bias_raw,region_acc
169,10864.17615703906,0.0,0.3547446846285291,0.005849963854145186,12,0.010008735442648282,0.012043619411811014,0.044322871944322995,0.00275507663279122,0.855
170,224.36290565447734,3.260602904222337e-26,1.1561605781845898,0.032763192793726,6,0.005593276452961196,0.03452429526312386,0.007441593482210787,-0.0006758534153882189,0.955
171,429.77052421160846,1.1805840092640778e-48,0.37503346049323283,0.02918270896792223,12,0.007677253367967572,0.01211155972391117,0.020882516511131866,-0.001441730720263124,0.85
172,36.40661237896668,1.9853389456429757e-05,0.45263410316672215,0.09773936087113218,11,0.008033310956834279,0.023269842043327726,0.016166122276990314,-0.0018953635364537707,0.93
173,18.581548271135077,0.002303108123846811,0.19408974782019317,0.15021165776499423,14,0.02055808580618876,0.028731801062931907,0.08458808780095019,-0.016532877181458926,0.695
174,7734.552503257623,0.0,0.909771696468705,0.005928372676187766,7,0.00498557399098378,0.018632871662342548,0.010820731138473406,0.002209614861979921,0.95
175,1446.7896880161384,2.446017538542678e-159,0.5482681271364394,0.015059589454575605,9,0.004894634333160398,0.007783650829360214,0.014644111683311116,0.0037518113199053104,0.925
176,72.7819775616144,1.614479321623403e-09,0.5047251036806608,0.0679511104325281,10,0.006751240476682789,0.01731848875814455,0.0123880889309053,-0.0006775868193751306,0.93
177,769.8111521520729,1.0640401366123625e-85,0.25091163059523675,0.02281852433840343,14,0.011742836969067583,0.015997603533743167,0.048981047902333014,-0.002865861347911746,0.75
178,246.44098083941526,1.2478240184058544e-28,0.11581336151560026,0.04263948918183667,14,0.02976264358448512,0.03485116791877219,0.10743267378181352,-0.02013158200111309,0.655
179,467.5237583137403,9.015041497647386e-53,0.32162873933304387,0.028536622381189654,13,0.00963690073886888,0.014865365972915812,0.035369415334670376,-0.0025418562881107387,0.885
180,13975.595532710993,0.0,0.45253024131368363,0.0049899301924064875,11,0.010509974910596765,0.014482115545189255,0.03660477589697465,0.00496120859811797,0.94
181,56.78230372061287,9.911728586860954e-08,0.25267770589828886,0.08397040364295923,14,0.013916863637674248,0.02103958641112821,0.05994531855819131,-0.010221165564710541,0.73
182,23082.730256434268,0.0,0.6193264097888618,0.003688320811149026,9,0.010558773550908016,0.01860942306802452,0.032126533134661225,0.0043879529701076085,0.935
183,1201.613570289617,1.1176788665074976e-132,0.49868344816978827,0.01679480523376182,10,0.005550719263847328,0.00852654193331012,0.016996043165950346,0.0036460229834835755,0.925
184,28.51170302121677,0.00015956393848942443,0.3572584530142509,0.11393934815626258,12,0.011291627087663774,0.02416763510106707,0.03202735583307865,-0.005563114952514951,0.83
185,6773.882414821484,0.0,0.908748703748059,0.006311329059759682,7,0.004791392237016673,0.017643931116653758,0.010381813672850147,0.001902660679506246,0.945
186,5869.858719838623,0.0,0.6845479977093247,0.007176897879090061,8,0.0051053228892126165,0.011013817696294647,0.01407656063477107,0.0035871452666009647,0.945
187,17.29355580255717,0.0032764026220959497,0.33653297128954707,0.14740847564162293,13,0.012678034498685818,0.028439159854578754,0.03631436606799461,-0.007043756666133811,0.83
188,103.55075497919557,6.222730307618572e-13,0.22436683506574207,0.06285114337449901,14,0.016033495489957715,0.02273005090421046,0.07131704277705979,-0.010884474044140686,0.725
189,249.81462382468226,5.332833548385738e-29,0.6683243775646579,0.034905989743571404,8,0.006113849466132878,0.01658911307839108,0.007881379301100324,0.0002749459493015161,0.945
190,7845.930441511343,0.0,0.3296521364299537,0.006943901408780308,13,0.008888158582227279,0.010321276687315922,0.03689560295551604,0.0025347459470190462,0.875
191,455.9050724962469,1.6667435843552123e-51,0.3348714674193904,0.02875003526618403,13,0.009246261547964364,0.014365109530185338,0.030305722682523746,-0.00225714786493625,0.88
192,4170.321167901004,0.0,0.22286643722881944,0.009911928390084234,14,0.01627419433153731,0.019760086867010362,0.0395522744520383,-0.005253179576435959,0.66
193,22.953220689367495,0.000704775534994174,0.23761615825034743,0.13280940995872945,14,0.016351566820668267,0.024194587956504535,0.06582572119995181,-0.012211450930142899,0.725
194,451.47793325102816,5.0657061419586645e-51,1.016563308233376,0.023840222605885277,6,0.005751340220494452,0.02409653897944151,0.0065175376543193326,-0.00043978088658948853,0.97
195,71.40287252928013,2.299943861898175e-09,0.4809167998601419,0.06916119136653591,10,0.006926293963569058,0.016851464494322614,0.01345721786915324,-0.0012154215730403517,0.925
196,38.06050579580521,1.2866232729185876e-05,0.35997505955466214,0.09862557307289935,12,0.010764752002835847,0.021046546746368883,0.031172184869499738,-0.00535947128622557,0.825
197,3293.6116740937214,0.0,0.3370834238181236,0.010692933973616684,13,0.00876160527611514,0.01191475453966411,0.02589553026441581,0.002075320862257933,0.935
198,4488.279065328624,0.0,0.2693258369200285,0.009384025767998471,14,0.0100011901023599,0.011852849432056717,0.03190809418031462,-0.00019571093971149477,0.755
199,120.37332653569395,8.627480051374261e-15,0.4793305188421652,0.05325888259356975,10,0.006351141382764938,0.011385699229282044,0.012053042443295805,-0.0010078875036819263,0.925
