scenario_idx,effective_snr,overlap,sir,isi_spread,mem_len,mae_raw,mae_log10,p95_raw,bias_raw,region_acc
155,6700.357384778183,0.0,0.44067847297291146,0.007234910931483057,11,0.0075197197856070345,0.010117570229244088,0.026796967542098753,0.00519423098245822,0.94
156,7324.10312619598,0.0,0.3189828970323986,0.007208827538687511,13,0.008907646065025844,0.010251880530827005,0.04122916113426867,0.001821795782504335,0.845
157,810.6159039765978,3.850161989369697e-90,0.41068393390264923,0.02098458817335019,11,0.0063051378330690995,0.00933020968552194,0.017651450951066173,0.0010185748026995145,0.88
158,7.054004325128128,0.06037686155751981,0.23808815676388567,0.2395380282758662,14,0.021975256330696462,0.039603803394197196,0.07246573745778509,-0.01670913896901646,0.675
159,5886.569126335967,0.0,0.8758946510377519,0.006832666481093423,7,0.004569955206340268,0.01439925790526465,0.009915696076733581,0.002119617728853845,0.95
160,98.57348532154758,2.2115203771780135e-12,0.8055399079083398,0.05374130486636338,7,0.0056705006939176995,0.024291396186162523,0.00906501044753811,-0.00023637283750479302,0.95
161,7038.670493430644,0.0,0.29719573933300275,0.007413436574053838,14,0.00913531156374679,0.010354670138472428,0.042357679140193595,0.0010029814855798578,0.77
162,121.44745718477063,6.567373704316717e-15,1.150205945681838,0.044571587910014546,6,0.0056025062309721565,0.03439876889451329,0.006933668709508824,-0.000534053150357144,0.965
163,83.56230028837514,1.0208284655258899e-10,0.3600689245123909,0.06654889892918192,12,0.007852642461372654,0.012493748288965545,0.028595094133286474,-0.0035861316966102844,0.825
164,4254.261601794506,0.0,0.4416330823124061,0.00906366852794595,11,0.006699001224870224,0.009015810938152504,0.02343689337364577,0.004372464980169449,0.93
165,93.8425524777492,7.389611610028667e-12,0.5203969423895757,0.05949442138654376,10,0.006824559941580572,0.016866484783163917,0.010651462905294111,-0.0003819024141334265,0.87
166,3078.883449856853,0.0,0.5035175044751199,0.010457146203279536,10,0.006518752036446636,0.010174419507667305,0.01923970215376263,0.004512317804236683,0.935
167,496.3707687378467,6.457254547942392e-56,0.41195844632860207,0.026815209748537242,11,0.005695474771819925,0.00858518928836434,0.0167320975687163,0.0005304091070097563,0.885
168,12.552994631552508,0.012234969510177288,0.2923301875995469,0.17583441280049977,14,0.01579694804819146,0.03170240796702009,0.048531116171855314,-0.010413134918242745,0.745
